Node ID,round,period,step,Simulation time (seconds),Chronological time (seconds)
188,2,0,1,3.400000095367,8.4364904
58,2,0,0,3.400000095367,8.4364904
58,2,0,1,3.400000095367,8.4364904
38,2,0,0,3.400000095367,8.4364904
38,2,0,1,3.400000095367,8.4364904
342,2,0,0,3.400000095367,8.4364904
342,2,0,1,3.400000095367,8.4364904
317,2,0,0,3.400000095367,8.4375008
317,2,0,1,3.400000095367,8.4375008
259,2,0,0,3.400000095367,8.4375008
259,2,0,1,3.400000095367,8.439488
242,2,0,0,3.400000095367,8.4404841
242,2,0,1,3.400000095367,8.4404841
239,2,0,0,3.400000095367,8.4404841
239,2,0,1,3.400000095367,8.4404841
110,2,0,0,3.400000095367,8.441484
110,2,0,1,3.400000095367,8.441484
394,2,0,0,3.400000095367,8.441484
394,2,0,1,3.400000095367,8.441484
370,2,0,0,3.400000095367,8.441484
370,2,0,1,3.400000095367,8.441484
315,2,0,0,3.400000095367,8.441484
315,2,0,1,3.400000095367,8.4424819
282,2,0,0,3.400000095367,8.4424819
282,2,0,1,3.400000095367,8.4424819
276,2,0,0,3.400000095367,8.4424819
276,2,0,1,3.400000095367,8.4424819
154,2,0,0,3.400000095367,8.4424819
154,2,0,1,3.400000095367,8.4424819
82,2,0,0,3.400000095367,8.4424819
82,2,0,1,3.400000095367,8.4424819
67,2,0,0,3.400000095367,8.4434817
67,2,0,1,3.400000095367,8.444482
48,2,0,0,3.400000095367,8.444482
48,2,0,1,3.400000095367,8.444482
27,2,0,0,3.400000095367,8.444482
27,2,0,1,3.400000095367,8.444482
348,2,0,0,3.400000095367,8.4454825
348,2,0,1,3.400000095367,8.4454825
291,2,0,0,3.400000095367,8.4454825
291,2,0,1,3.400000095367,8.4454825
207,2,0,0,3.400000095367,8.4454825
207,2,0,1,3.400000095367,8.4454825
200,2,0,0,3.400000095367,8.4454825
200,2,0,1,3.400000095367,8.4454825
181,2,0,0,3.400000095367,8.4464877
181,2,0,1,3.400000095367,8.4464877
120,2,0,0,3.400000095367,8.4464877
120,2,0,1,3.400000095367,8.4464877
345,2,0,0,3.400000095367,8.4464877
345,2,0,1,3.400000095367,8.4474878
343,2,0,0,3.400000095367,8.4474878
343,2,0,1,3.400000095367,8.4474878
284,2,0,0,3.400000095367,8.4484877
284,2,0,1,3.400000095367,8.4484877
148,2,0,0,3.400000095367,8.4494885
148,2,0,1,3.400000095367,8.4494885
19,2,0,0,3.400000095367,8.4494885
19,2,0,1,3.400000095367,8.4494885
309,2,0,0,3.400000095367,8.4504852
309,2,0,1,3.400000095367,8.4504852
206,2,0,0,3.400000095367,8.4504852
206,2,0,1,3.400000095367,8.4504852
178,2,0,0,3.400000095367,8.4504852
178,2,0,1,3.400000095367,8.4504852
177,2,0,0,3.400000095367,8.4504852
177,2,0,1,3.400000095367,8.4504852
83,2,0,0,3.400000095367,8.4514851
83,2,0,1,3.400000095367,8.4514851
10,2,0,0,3.400000095367,8.4514851
10,2,0,1,3.400000095367,8.4514851
396,2,0,0,3.400000095367,8.4524909
396,2,0,1,3.400000095367,8.4524909
352,2,0,0,3.400000095367,8.4524909
352,2,0,1,3.400000095367,8.4524909
341,2,0,0,3.400000095367,8.4524909
341,2,0,1,3.400000095367,8.4524909
325,2,0,0,3.400000095367,8.4534845
325,2,0,1,3.400000095367,8.4534845
280,2,0,0,3.400000095367,8.4534845
280,2,0,1,3.400000095367,8.4584854
270,2,0,0,3.400000095367,8.4584854
270,2,0,1,3.400000095367,8.4584854
238,2,0,0,3.400000095367,8.4584854
238,2,0,1,3.400000095367,8.4584854
237,2,0,0,3.400000095367,8.4584854
237,2,0,1,3.400000095367,8.4584854
202,2,0,0,3.400000095367,8.4594878
202,2,0,1,3.400000095367,8.4594878
196,2,0,0,3.400000095367,8.4594878
196,2,0,1,3.400000095367,8.4594878
161,2,0,0,3.400000095367,8.4594878
161,2,0,1,3.400000095367,8.4594878
149,2,0,0,3.400000095367,8.4594878
149,2,0,1,3.400000095367,8.4624874
144,2,0,0,3.400000095367,8.4624874
144,2,0,1,3.400000095367,8.46349
97,2,0,0,3.400000095367,8.46349
97,2,0,1,3.400000095367,8.46349
85,2,0,0,3.400000095367,8.46349
85,2,0,1,3.400000095367,8.46349
61,2,0,0,3.400000095367,8.46349
61,2,0,1,3.400000095367,8.46349
54,2,0,0,3.400000095367,8.46349
54,2,0,1,3.400000095367,8.4644877
49,2,0,0,3.400000095367,8.4644877
49,2,0,1,3.400000095367,8.4644877
29,2,0,0,3.400000095367,8.4655029
29,2,0,1,3.400000095367,8.4655029
15,2,0,0,3.400000095367,8.4655029
15,2,0,1,3.400000095367,8.4655029
395,2,0,0,3.400000095367,8.4655029
395,2,0,1,3.400000095367,8.4655029
287,2,0,0,3.400000095367,8.4664846
287,2,0,1,3.400000095367,8.4664846
283,2,0,0,3.400000095367,8.4664846
283,2,0,1,3.400000095367,8.4664846
278,2,0,0,3.400000095367,8.4664846
278,2,0,1,3.400000095367,8.4664846
191,2,0,0,3.400000095367,8.4664846
191,2,0,1,3.400000095367,8.4664846
185,2,0,0,3.400000095367,8.4674828
185,2,0,1,3.400000095367,8.4674828
143,2,0,0,3.400000095367,8.4674828
143,2,0,1,3.400000095367,8.4674828
130,2,0,0,3.400000095367,8.4674828
130,2,0,1,3.400000095367,8.4674828
80,2,0,0,3.400000095367,8.4674828
80,2,0,1,3.400000095367,8.4674828
378,2,0,0,3.400000095367,8.4684872
378,2,0,1,3.400000095367,8.4684872
334,2,0,0,3.400000095367,8.4684872
334,2,0,1,3.400000095367,8.4684872
292,2,0,0,3.400000095367,8.4694847
292,2,0,1,3.400000095367,8.4694847
285,2,0,0,3.400000095367,8.4694847
285,2,0,1,3.400000095367,8.4694847
251,2,0,0,3.400000095367,8.4704846
251,2,0,1,3.400000095367,8.4704846
165,2,0,0,3.400000095367,8.4704846
165,2,0,1,3.400000095367,8.4714934
114,2,0,0,3.400000095367,8.4714934
114,2,0,1,3.400000095367,8.4714934
72,2,0,0,3.400000095367,8.4724856
72,2,0,1,3.400000095367,8.4724856
26,2,0,0,3.400000095367,8.4724856
26,2,0,1,3.400000095367,8.4724856
358,2,0,0,3.400000095367,8.4734848
358,2,0,1,3.400000095367,8.4734848
346,2,0,0,3.400000095367,8.4734848
346,2,0,1,3.400000095367,8.4734848
248,2,0,0,3.400000095367,8.4734848
248,2,0,1,3.400000095367,8.4754849
233,2,0,0,3.400000095367,8.4754849
233,2,0,1,3.400000095367,8.4754849
127,2,0,0,3.400000095367,8.4764878
127,2,0,1,3.400000095367,8.4764878
101,2,0,0,3.400000095367,8.4764878
101,2,0,1,3.400000095367,8.4764878
39,2,0,0,3.400000095367,8.4764878
39,2,0,1,3.400000095367,8.4764878
5,2,0,0,3.400000095367,8.4774836
5,2,0,1,3.400000095367,8.4774836
391,2,0,0,3.400000095367,8.4774836
391,2,0,1,3.400000095367,8.4774836
379,2,0,0,3.400000095367,8.4774836
379,2,0,1,3.400000095367,8.4774836
351,2,0,0,3.400000095367,8.4774836
351,2,0,1,3.400000095367,8.4774836
337,2,0,0,3.400000095367,8.4774836
337,2,0,1,3.400000095367,8.4774836
271,2,0,0,3.400000095367,8.478482
271,2,0,1,3.400000095367,8.478482
224,2,0,0,3.400000095367,8.478482
224,2,0,1,3.400000095367,8.478482
168,2,0,0,3.400000095367,8.478482
168,2,0,1,3.400000095367,8.478482
124,2,0,0,3.400000095367,8.478482
124,2,0,1,3.400000095367,8.478482
79,2,0,0,3.400000095367,8.478482
79,2,0,1,3.400000095367,8.478482
76,2,0,0,3.400000095367,8.4794826
76,2,0,1,3.400000095367,8.4794826
45,2,0,0,3.400000095367,8.4794826
45,2,0,1,3.400000095367,8.4794826
43,2,0,0,3.400000095367,8.4804847
43,2,0,1,3.400000095367,8.4804847
264,2,0,0,3.400000095367,8.4804847
264,2,0,1,3.400000095367,8.4804847
231,2,0,0,3.400000095367,8.4804847
231,2,0,1,3.400000095367,8.4804847
228,2,0,0,3.400000095367,8.4814888
228,2,0,1,3.400000095367,8.4814888
222,2,0,0,3.400000095367,8.4814888
222,2,0,1,3.400000095367,8.4814888
203,2,0,0,3.400000095367,8.4824838
203,2,0,1,3.400000095367,8.4824838
0,2,0,0,3.400000095367,8.4824838
0,2,0,1,3.400000095367,8.4824838
364,2,0,0,3.400000095367,8.4824838
364,2,0,1,3.400000095367,8.4824838
360,2,0,0,3.400000095367,8.4824838
360,2,0,1,3.400000095367,8.4824838
359,2,0,0,3.400000095367,8.4824838
359,2,0,1,3.400000095367,8.4824838
313,2,0,0,3.400000095367,8.4834882
313,2,0,1,3.400000095367,8.4834882
312,2,0,0,3.400000095367,8.4834882
312,2,0,1,3.400000095367,8.4834882
306,2,0,0,3.400000095367,8.4834882
306,2,0,1,3.400000095367,8.4834882
265,2,0,0,3.400000095367,8.4834882
265,2,0,1,3.400000095367,8.4834882
221,2,0,0,3.400000095367,8.4844839
221,2,0,1,3.400000095367,8.4844839
213,2,0,0,3.400000095367,8.4844839
213,2,0,1,3.400000095367,8.4844839
162,2,0,0,3.400000095367,8.4844839
162,2,0,1,3.400000095367,8.4844839
147,2,0,0,3.400000095367,8.4844839
147,2,0,1,3.400000095367,8.4844839
115,2,0,0,3.400000095367,8.4854835
115,2,0,1,3.400000095367,8.4854835
105,2,0,0,3.400000095367,8.4854835
105,2,0,1,3.400000095367,8.4854835
65,2,0,0,3.400000095367,8.4864845
65,2,0,1,3.400000095367,8.4864845
47,2,0,0,3.400000095367,8.4864845
47,2,0,1,3.400000095367,8.4864845
42,2,0,0,3.400000095367,8.4864845
42,2,0,1,3.400000095367,8.4874871
389,2,0,0,3.400000095367,8.4874871
389,2,0,1,3.400000095367,8.4874871
318,2,0,0,3.400000095367,8.4884847
318,2,0,1,3.400000095367,8.4884847
273,2,0,0,3.400000095367,8.4884847
273,2,0,1,3.400000095367,8.4884847
260,2,0,0,3.400000095367,8.4894844
260,2,0,1,3.400000095367,8.4894844
212,2,0,0,3.400000095367,8.4894844
212,2,0,1,3.400000095367,8.4894844
205,2,0,0,3.400000095367,8.4904896
205,2,0,1,3.400000095367,8.4904896
128,2,0,0,3.400000095367,8.4914839
128,2,0,1,3.400000095367,8.4914839
121,2,0,0,3.400000095367,8.4914839
121,2,0,1,3.400000095367,8.4914839
109,2,0,0,3.400000095367,8.4924848
109,2,0,1,3.400000095367,8.4924848
94,2,0,0,3.400000095367,8.4924848
94,2,0,1,3.400000095367,8.4924848
90,2,0,0,3.400000095367,8.4934851
90,2,0,1,3.400000095367,8.4934851
84,2,0,0,3.400000095367,8.4944835
84,2,0,1,3.400000095367,8.4944835
74,2,0,0,3.400000095367,8.4944835
74,2,0,1,3.400000095367,8.4944835
44,2,0,0,3.400000095367,8.4954868
44,2,0,1,3.400000095367,8.4954868
25,2,0,0,3.400000095367,8.4954868
25,2,0,1,3.400000095367,8.4954868
17,2,0,0,3.400000095367,8.4964886
17,2,0,1,3.400000095367,8.4964886
355,2,0,0,3.400000095367,8.4964886
355,2,0,1,3.400000095367,8.4974848
326,2,0,0,3.400000095367,8.4974848
326,2,0,1,3.400000095367,8.4974848
324,2,0,0,3.400000095367,8.4974848
324,2,0,1,3.400000095367,8.4974848
298,2,0,0,3.400000095367,8.4974848
298,2,0,1,3.400000095367,8.4974848
187,2,0,0,3.400000095367,8.4985007
187,2,0,1,3.400000095367,8.4985007
184,2,0,0,3.400000095367,8.4985007
184,2,0,1,3.400000095367,8.5014897
122,2,0,0,3.400000095367,8.5024866
122,2,0,1,3.400000095367,8.5024866
96,2,0,0,3.400000095367,8.5024866
96,2,0,1,3.400000095367,8.5034841
93,2,0,0,3.400000095367,8.5034841
93,2,0,1,3.400000095367,8.5034841
77,2,0,0,3.400000095367,8.5034841
77,2,0,1,3.400000095367,8.5044854
73,2,0,0,3.400000095367,8.5044854
73,2,0,1,3.400000095367,8.5044854
56,2,0,0,3.400000095367,8.5044854
56,2,0,1,3.400000095367,8.5044854
46,2,0,0,3.400000095367,8.5054888
46,2,0,1,3.400000095367,8.5054888
37,2,0,0,3.400000095367,8.5054888
37,2,0,1,3.400000095367,8.5054888
35,2,0,0,3.400000095367,8.5064888
35,2,0,1,3.400000095367,8.5064888
20,2,0,0,3.400000095367,8.5074878
20,2,0,1,3.400000095367,8.5094882
7,2,0,0,3.400000095367,8.5094882
7,2,0,1,3.400000095367,8.5094882
303,2,0,0,3.400000095367,8.5104853
303,2,0,1,3.400000095367,8.5104853
302,2,0,0,3.400000095367,8.5104853
302,2,0,1,3.400000095367,8.5104853
261,2,0,0,3.400000095367,8.5104853
261,2,0,1,3.400000095367,8.5104853
234,2,0,0,3.400000095367,8.5104853
234,2,0,1,3.400000095367,8.5104853
189,2,0,0,3.400000095367,8.5104853
189,2,0,1,3.400000095367,8.5114858
142,2,0,0,3.400000095367,8.5114858
142,2,0,1,3.400000095367,8.5124871
136,2,0,0,3.400000095367,8.5124871
136,2,0,1,3.400000095367,8.5124871
131,2,0,0,3.400000095367,8.5134838
131,2,0,1,3.400000095367,8.5134838
34,2,0,0,3.400000095367,8.5144852
34,2,0,1,3.400000095367,8.5144852
398,2,0,0,3.400000095367,8.5144852
398,2,0,1,3.400000095367,8.5154855
299,2,0,0,3.400000095367,8.5154855
299,2,0,1,3.400000095367,8.5154855
186,2,0,0,3.400000095367,8.5154855
186,2,0,1,3.400000095367,8.5154855
182,2,0,0,3.400000095367,8.5164853
182,2,0,1,3.400000095367,8.5164853
156,2,0,0,3.400000095367,8.5164853
156,2,0,1,3.400000095367,8.5164853
155,2,0,0,3.400000095367,8.5174836
155,2,0,1,3.400000095367,8.5174836
153,2,0,0,3.400000095367,8.5174836
153,2,0,1,3.400000095367,8.5174836
99,2,0,0,3.400000095367,8.5174836
99,2,0,1,3.400000095367,8.5174836
66,2,0,0,3.400000095367,8.5174836
66,2,0,1,3.400000095367,8.5174836
11,2,0,0,3.400000095367,8.5174836
11,2,0,1,3.400000095367,8.5174836
399,2,0,0,3.400000095367,8.5184828
399,2,0,1,3.400000095367,8.5184828
344,2,0,0,3.400000095367,8.5184828
344,2,0,1,3.400000095367,8.5214866
320,2,0,0,3.400000095367,8.5214866
320,2,0,1,3.400000095367,8.5214866
290,2,0,0,3.400000095367,8.5214866
290,2,0,1,3.400000095367,8.5214866
279,2,0,0,3.400000095367,8.5224842
279,2,0,1,3.400000095367,8.5224842
272,2,0,0,3.400000095367,8.5224842
272,2,0,1,3.400000095367,8.5224842
268,2,0,0,3.400000095367,8.5224842
268,2,0,1,3.400000095367,8.5224842
226,2,0,0,3.400000095367,8.5224842
226,2,0,1,3.400000095367,8.5224842
197,2,0,0,3.400000095367,8.5224842
197,2,0,1,3.400000095367,8.5224842
157,2,0,0,3.400000095367,8.5234819
157,2,0,1,3.400000095367,8.5234819
112,2,0,0,3.400000095367,8.5234819
112,2,0,1,3.400000095367,8.5234819
104,2,0,0,3.400000095367,8.5234819
104,2,0,1,3.400000095367,8.5234819
102,2,0,0,3.400000095367,8.5234819
102,2,0,1,3.400000095367,8.5234819
69,2,0,0,3.400000095367,8.5244872
69,2,0,1,3.400000095367,8.5244872
8,2,0,0,3.400000095367,8.5254858
8,2,0,1,3.400000095367,8.5254858
380,2,0,0,3.400000095367,8.5254858
380,2,0,1,3.400000095367,8.5254858
347,2,0,0,3.400000095367,8.5274876
347,2,0,1,3.400000095367,8.5314889
300,2,0,0,3.400000095367,8.5314889
300,2,0,1,3.400000095367,8.5314889
296,2,0,0,3.400000095367,8.5314889
296,2,0,1,3.400000095367,8.5325072
289,2,0,0,3.400000095367,8.5325072
289,2,0,1,3.400000095367,8.5325072
243,2,0,0,3.400000095367,8.5334876
243,2,0,1,3.400000095367,8.5334876
240,2,0,0,3.400000095367,8.5344899
240,2,0,1,3.400000095367,8.5344899
218,2,0,0,3.400000095367,8.5344899
218,2,0,1,3.400000095367,8.5344899
209,2,0,0,3.400000095367,8.5344899
209,2,0,1,3.400000095367,8.5344899
137,2,0,0,3.400000095367,8.5354846
137,2,0,1,3.400000095367,8.5354846
78,2,0,0,3.400000095367,8.5364867
78,2,0,1,3.400000095367,8.5364867
63,2,0,0,3.400000095367,8.5364867
63,2,0,1,3.400000095367,8.5364867
3,2,0,0,3.400000095367,8.5384857
3,2,0,1,3.400000095367,8.5384857
383,2,0,0,3.400000095367,8.5384857
383,2,0,1,3.400000095367,8.5384857
376,2,0,0,3.400000095367,8.5394867
376,2,0,1,3.400000095367,8.5394867
375,2,0,0,3.400000095367,8.5394867
375,2,0,1,3.400000095367,8.5394867
362,2,0,0,3.400000095367,8.5394867
362,2,0,1,3.400000095367,8.5394867
361,2,0,0,3.400000095367,8.5394867
361,2,0,1,3.400000095367,8.5394867
254,2,0,0,3.400000095367,8.5404851
254,2,0,1,3.400000095367,8.5404851
230,2,0,0,3.400000095367,8.5404851
230,2,0,1,3.400000095367,8.5404851
227,2,0,0,3.400000095367,8.5404851
227,2,0,1,3.400000095367,8.5404851
173,2,0,0,3.400000095367,8.5404851
173,2,0,1,3.400000095367,8.5404851
159,2,0,0,3.400000095367,8.5414883
159,2,0,1,3.400000095367,8.5414883
150,2,0,0,3.400000095367,8.5414883
150,2,0,1,3.400000095367,8.5414883
71,2,0,0,3.400000095367,8.5414883
71,2,0,1,3.400000095367,8.5414883
70,2,0,0,3.400000095367,8.5414883
70,2,0,1,3.400000095367,8.5414883
68,2,0,0,3.400000095367,8.5424856
68,2,0,1,3.400000095367,8.5424856
31,2,0,0,3.400000095367,8.5424856
31,2,0,1,3.400000095367,8.5424856
30,2,0,0,3.400000095367,8.5424856
30,2,0,1,3.400000095367,8.5424856
2,2,0,0,3.400000095367,8.5424856
2,2,0,1,3.400000095367,8.5424856
382,2,0,0,3.400000095367,8.54349
382,2,0,1,3.400000095367,8.54349
368,2,0,0,3.400000095367,8.5444886
368,2,0,1,3.400000095367,8.5444886
367,2,0,0,3.400000095367,8.5444886
367,2,0,1,3.400000095367,8.5444886
353,2,0,0,3.400000095367,8.5454858
353,2,0,1,3.400000095367,8.5454858
316,2,0,0,3.400000095367,8.5464887
316,2,0,1,3.400000095367,8.5464887
310,2,0,0,3.400000095367,8.5464887
310,2,0,1,3.400000095367,8.5464887
257,2,0,0,3.400000095367,8.5464887
257,2,0,1,3.400000095367,8.5484866
199,2,0,0,3.400000095367,8.5484866
199,2,0,1,3.400000095367,8.5484866
139,2,0,0,3.400000095367,8.5484866
139,2,0,1,3.400000095367,8.5484866
135,2,0,0,3.400000095367,8.5484866
135,2,0,1,3.400000095367,8.5484866
87,2,0,0,3.400000095367,8.5494862
87,2,0,1,3.400000095367,8.5494862
51,2,0,0,3.400000095367,8.5494862
51,2,0,1,3.400000095367,8.5504862
33,2,0,0,3.400000095367,8.5514923
33,2,0,1,3.400000095367,8.5534855
23,2,0,0,3.400000095367,8.5544865
23,2,0,1,3.400000095367,8.5544865
22,2,0,0,3.400000095367,8.5544865
22,2,0,1,3.400000095367,8.5544865
392,2,0,0,3.400000095367,8.5554847
392,2,0,1,3.400000095367,8.5624838
385,2,0,0,3.400000095367,8.5634837
385,2,0,1,3.400000095367,8.5634837
373,2,0,0,3.400000095367,8.5634837
373,2,0,1,3.400000095367,8.5634837
349,2,0,0,3.400000095367,8.5644865
349,2,0,1,3.400000095367,8.5644865
314,2,0,0,3.400000095367,8.5644865
314,2,0,1,3.400000095367,8.5644865
214,2,0,0,3.400000095367,8.5654857
214,2,0,1,3.400000095367,8.5654857
211,2,0,0,3.400000095367,8.5654857
211,2,0,1,3.400000095367,8.5654857
174,2,0,0,3.400000095367,8.5654857
174,2,0,1,3.400000095367,8.5654857
167,2,0,0,3.400000095367,8.5654857
167,2,0,1,3.400000095367,8.5664876
103,2,0,0,3.400000095367,8.5664876
103,2,0,1,3.400000095367,8.5664876
88,2,0,0,3.400000095367,8.5674866
88,2,0,1,3.400000095367,8.5684849
64,2,0,0,3.400000095367,8.5684849
64,2,0,1,3.400000095367,8.569486
24,2,0,0,3.400000095367,8.569486
24,2,0,1,3.400000095367,8.569486
12,2,0,0,3.400000095367,8.569486
12,2,0,1,3.400000095367,8.569486
356,2,0,0,3.400000095367,8.569486
356,2,0,1,3.400000095367,8.569486
336,2,0,0,3.400000095367,8.569486
336,2,0,1,3.400000095367,8.569486
329,2,0,0,3.400000095367,8.5704843
329,2,0,1,3.400000095367,8.5704843
304,2,0,0,3.400000095367,8.5704843
304,2,0,1,3.400000095367,8.5704843
269,2,0,0,3.400000095367,8.5704843
269,2,0,1,3.400000095367,8.5704843
204,2,0,0,3.400000095367,8.571488
204,2,0,1,3.400000095367,8.571488
175,2,0,0,3.400000095367,8.571488
175,2,0,1,3.400000095367,8.571488
166,2,0,0,3.400000095367,8.571488
166,2,0,1,3.400000095367,8.571488
163,2,0,0,3.400000095367,8.571488
163,2,0,1,3.400000095367,8.571488
151,2,0,0,3.400000095367,8.571488
151,2,0,1,3.400000095367,8.5724856
133,2,0,0,3.400000095367,8.5724856
133,2,0,1,3.400000095367,8.5724856
6,2,0,0,3.400000095367,8.5724856
6,2,0,1,3.400000095367,8.5724856
365,2,0,0,3.400000095367,8.5724856
365,2,0,1,3.400000095367,8.5724856
339,2,0,0,3.400000095367,8.5734842
339,2,0,1,3.400000095367,8.5754852
335,2,0,0,3.400000095367,8.5764841
335,2,0,1,3.400000095367,8.5764841
332,2,0,0,3.400000095367,8.5764841
332,2,0,1,3.400000095367,8.5764841
308,2,0,0,3.400000095367,8.5774872
308,2,0,1,3.400000095367,8.5774872
275,2,0,0,3.400000095367,8.5774872
275,2,0,1,3.400000095367,8.5774872
266,2,0,0,3.400000095367,8.5774872
266,2,0,1,3.400000095367,8.5774872
241,2,0,0,3.400000095367,8.5784897
241,2,0,1,3.400000095367,8.5784897
236,2,0,0,3.400000095367,8.5784897
236,2,0,1,3.400000095367,8.5784897
225,2,0,0,3.400000095367,8.5784897
225,2,0,1,3.400000095367,8.5784897
217,2,0,0,3.400000095367,8.5784897
217,2,0,1,3.400000095367,8.5784897
210,2,0,0,3.400000095367,8.5784897
210,2,0,1,3.400000095367,8.579484
192,2,0,0,3.400000095367,8.579484
192,2,0,1,3.400000095367,8.579484
111,2,0,0,3.400000095367,8.579484
111,2,0,1,3.400000095367,8.579484
106,2,0,0,3.400000095367,8.579484
106,2,0,1,3.400000095367,8.579484
75,2,0,0,3.400000095367,8.5804857
75,2,0,1,3.400000095367,8.5804857
4,2,0,0,3.400000095367,8.5804857
4,2,0,1,3.400000095367,8.5804857
36,2,0,1,6.800000190734,8.5804857
36,2,0,2,6.800000190734,8.5964961
21,2,0,1,6.800000190734,8.5964961
21,2,0,2,6.800000190734,8.6254854
297,2,0,1,6.800000190734,8.6254854
297,2,0,2,6.800000190734,8.6374882
152,2,0,1,6.800000190734,8.6374882
152,2,0,2,6.800000190734,8.6474906
244,2,0,1,6.800000190734,8.6474906
244,2,0,2,6.800000190734,8.6534876
126,2,0,1,6.800000190734,8.6534876
126,2,0,2,6.800000190734,8.6680304
113,2,0,1,6.800000190734,8.6680304
113,2,0,2,6.800000190734,8.7040452
321,2,0,1,6.800000190734,8.7050312
321,2,0,2,6.800000190734,8.7300243
384,2,0,1,6.800000190734,8.7300243
384,2,0,2,6.800000190734,8.7440276
281,2,0,1,6.800000190734,8.7440276
281,2,0,2,6.800000190734,8.7610252
277,2,0,1,6.800000190734,8.7610252
277,2,0,2,6.800000190734,8.7820234
198,2,0,1,6.800000190734,8.7820234
198,2,0,2,6.800000190734,8.7930265
1,2,0,1,6.800000190734,8.7930265
1,2,0,2,6.800000190734,8.800028
294,2,0,1,6.800000190734,8.800028
294,2,0,2,6.800000190734,8.8090249
16,2,0,1,6.800000190734,8.8090249
16,2,0,2,6.800000190734,8.8170282
357,2,0,1,6.800000190734,8.8170282
357,2,0,2,6.800000190734,8.8270245
307,2,0,1,6.800000190734,8.8270245
307,2,0,2,6.800000190734,8.8330257
201,2,0,1,6.800000190734,8.8330257
201,2,0,2,6.800000190734,8.8420246
340,2,0,1,6.800000190734,8.8420246
340,2,0,2,6.800000190734,8.8450246
190,2,0,1,6.800000190734,8.8450246
190,2,0,2,6.800000190734,8.8560312
95,2,0,1,6.800000190734,8.8560312
95,2,0,2,6.800000190734,8.866025
388,2,0,1,6.800000190734,8.866025
388,2,0,2,6.800000190734,8.8720295
9,2,0,1,6.800000190734,8.8720295
9,2,0,2,6.800000190734,8.9300305
145,2,0,1,6.800000190734,8.9300305
145,2,0,2,6.800000190734,8.9330248
81,2,0,1,6.800000190734,8.9330248
81,2,0,2,6.800000190734,8.9440269
386,2,0,1,6.800000190734,8.9440269
386,2,0,2,6.800000190734,8.9630227
377,2,0,1,6.800000190734,8.9630227
377,2,0,2,6.800000190734,8.9720276
172,2,0,1,6.800000190734,8.9720276
172,2,0,2,6.800000190734,8.9800249
28,2,0,1,6.800000190734,8.9800249
28,2,0,2,6.800000190734,8.9880272
295,2,0,1,6.800000190734,8.9880272
295,2,0,2,6.800000190734,9.0010261
32,2,0,1,6.800000190734,9.0010261
32,2,0,2,6.800000190734,9.0140248
194,2,0,1,6.800000190734,9.0140248
194,2,0,2,6.800000190734,9.0270257
387,2,0,1,6.800000190734,9.0270257
387,2,0,2,6.800000190734,9.0350258
331,2,0,1,6.800000190734,9.0350258
331,2,0,2,6.800000190734,9.0450249
328,2,0,1,6.800000190734,9.0450249
328,2,0,2,6.800000190734,9.0520286
323,2,0,1,6.800000190734,9.0520286
323,2,0,2,6.800000190734,9.0650256
305,2,0,1,6.800000190734,9.0650256
305,2,0,2,6.800000190734,9.0760252
229,2,0,1,6.800000190734,9.0760252
229,2,0,2,6.800000190734,9.0820221
293,2,0,1,6.800000190734,9.0820221
293,2,0,2,6.800000190734,9.0910256
274,2,0,1,6.800000190734,9.0910256
274,2,0,2,6.800000190734,9.1020295
246,2,0,1,6.800000190734,9.1020295
246,2,0,2,6.800000190734,9.1130234
140,2,0,1,6.800000190734,9.1130234
140,2,0,2,6.800000190734,9.1295805
117,2,0,1,6.800000190734,9.1295805
117,2,0,2,6.800000190734,9.1425778
55,2,0,1,6.800000190734,9.1425778
55,2,0,2,6.800000190734,9.1505778
193,2,0,1,6.800000190734,9.1505778
193,2,0,2,6.800000190734,9.1615755
179,2,0,1,6.800000190734,9.1615755
179,2,0,2,6.800000190734,9.220577
100,2,0,1,6.800000190734,9.220577
100,2,0,2,6.800000190734,9.2235767
338,2,0,1,6.800000190734,9.2235767
338,2,0,2,6.800000190734,9.2245753
170,2,0,1,6.800000190734,9.2245753
170,2,0,2,6.800000190734,9.2285773
40,2,0,1,6.800000190734,9.2285773
40,2,0,2,6.800000190734,9.2355776
288,2,0,1,6.800000190734,9.2355776
288,2,0,2,6.800000190734,9.2435772
256,2,0,1,6.800000190734,9.2435772
256,2,0,2,6.800000190734,9.2505771
253,2,0,1,6.800000190734,9.2505771
253,2,0,2,6.800000190734,9.2535765
119,2,0,1,6.800000190734,9.2535765
119,2,0,2,6.800000190734,9.2614835
50,2,0,1,6.800000190734,9.2614835
50,2,0,2,6.800000190734,9.276482
393,2,0,1,6.800000190734,9.276482
393,2,0,2,6.800000190734,9.2894847
366,2,0,1,6.800000190734,9.2894847
366,2,0,2,6.800000190734,9.2954823
258,2,0,1,6.800000190734,9.2954823
258,2,0,2,6.800000190734,9.3024842
146,2,0,1,6.800000190734,9.3024842
146,2,0,2,6.800000190734,9.3124815
123,2,0,1,6.800000190734,9.3124815
123,2,0,2,6.800000190734,9.3234834
107,2,0,1,6.800000190734,9.3234834
107,2,0,2,6.800000190734,9.3454847
92,2,0,1,6.800000190734,9.3454847
92,2,0,2,6.800000190734,9.356486
86,2,0,1,6.800000190734,9.356486
86,2,0,2,6.800000190734,9.361484
41,2,0,1,6.800000190734,9.361484
